in:Top Thickness [in],in:Spacing [in],in:Water Temp [F],in: Solar Flux [BTU/sf],out:Slab Flux,out:Convect Flux,out:Rad Flux,out:Cold Temp,out:Deg Condensing,out:Deg Cond No Sun,img
2,16,58,75,43.913187,-3.426836,47.340023,72.867704,17.899704,6.867576,NCGMtherm235875_View2.png
3,16,58,75,43.757185,-4.172131,47.929316,72.723992,17.755992,8.440452,NCGMtherm335875_View2.png
4,16,58,75,42.571498,-4.366664,46.938162,72.618098,17.650098,9.476478,NCGMtherm435875_View2.png
2,24,58,75,30.884225,-5.711381,36.595605,73.105016,18.137016,7.126686,NCGMtherm245875_View2.png
3,24,58,75,31.474281,-5.692612,37.166892,72.993416,18.025416,8.847378,NCGMtherm345875_View2.png
4,24,58,75,31.143176,-5.767005,36.91018,72.91184,17.94384,9.985716,NCGMtherm445875_View2.png
2,4,59,75,77.762469,1.614713,76.147756,68.266562,13.298562,6.038604,NCGMtherm205975_View2.png
3,4,59,75,73.137692,0.96809,72.169602,68.438912,13.470912,6.885288,NCGMtherm305975_View2.png
4,4,59,75,68.961092,0.400058,68.561034,68.64251,13.67451,7.50123,NCGMtherm405975_View2.png
2,8,59,75,65.050027,-1.366907,66.416934,72.054518,17.086518,6.902496,NCGMtherm215975_View2.png
3,8,59,75,62.1162,-1.794954,63.911153,71.817728,16.849728,7.983648,NCGMtherm315975_View2.png
4,8,59,75,58.995506,-2.10452,61.100026,71.584664,16.616664,8.662554,NCGMtherm415975_View2.png
2,12,59,75,52.895914,-2.98338,55.879294,72.599702,17.631702,7.387884,NCGMtherm225975_View2.png
3,12,59,75,51.656037,-3.188672,54.844709,72.463154,17.495154,8.674974,NCGMtherm325975_View2.png
4,12,59,75,49.62572,-3.478569,53.10429,72.376952,17.408952,9.492318,NCGMtherm425975_View2.png
2,16,59,75,43.204623,-3.533739,46.738362,72.915188,17.947188,7.597746,NCGMtherm235975_View2.png
3,16,59,75,43.035816,-4.267887,47.303703,72.773456,17.805456,9.056934,NCGMtherm335975_View2.png
4,16,59,75,41.856504,-4.471906,46.32841,72.676688,17.708688,10.019088,NCGMtherm435975_View2.png
2,24,59,75,30.38221,-5.777614,36.159824,73.14638,18.17838,7.83648,NCGMtherm245975_View2.png
3,24,59,75,30.952155,-5.760181,36.712336,73.036076,18.068076,9.434394,NCGMtherm345975_View2.png
4,24,59,75,30.617117,-5.834224,36.451342,72.955328,17.987328,10.491336,NCGMtherm445975_View2.png
2,4,60,75,76.534634,1.303548,75.231086,68.686322,13.718322,6.887106,NCGMtherm206075_View2.png
3,4,60,75,71.951275,0.664977,71.286298,68.825696,13.857696,7.66944,NCGMtherm306075_View2.png
4,4,60,75,67.814487,0.10565,67.708837,68.997704,14.029704,8.23833,NCGMtherm406075_View2.png
2,8,60,75,64.004482,-1.511246,65.515728,72.116636,17.148636,7.684614,NCGMtherm216075_View2.png
3,8,60,75,61.095169,-1.954565,63.049734,72.020012,17.052012,8.683218,NCGMtherm316075_View2.png
4,8,60,75,58.00494,-2.364606,60.369546,71.85227,16.88427,9.310086,NCGMtherm416075_View2.png
2,12,60,75,52.032518,-3.09875,55.131268,72.651434,17.683434,8.132328,NCGMtherm226075_View2.png
3,12,60,75,50.79584,-3.302279,54.098119,72.51674,17.54874,9.320886,NCGMtherm326075_View2.png
4,12,60,75,48.782827,-3.588685,52.371512,72.431564,17.463564,10.075482,NCGMtherm426075_View2.png
2,16,60,75,42.494753,-3.773011,46.267764,72.96269,17.99469,8.325756,NCGMtherm236075_View2.png
3,16,60,75,42.313829,-4.363576,46.677405,72.82301,17.85501,9.673056,NCGMtherm336075_View2.png
4,16,60,75,41.141584,-4.565331,45.706915,72.727268,17.759268,10.561266,NCGMtherm436075_View2.png
2,24,60,75,29.880318,-5.843798,35.724115,73.187708,18.219708,8.54595,NCGMtherm246075_View2.png
3,24,60,75,30.429612,-5.827698,36.257311,73.0787,18.1107,10.021032,NCGMtherm346075_View2.png
4,24,60,75,30.09113,-5.901392,35.992522,72.99878,18.03078,10.996578,NCGMtherm446075_View2.png
2,4,50,100,109.374096,3.609092,105.765004,65.05871,10.09071,-1.61811,NCGMtherm2050100_View2.png
3,4,50,100,103.024426,2.709637,100.31479,65.442398,10.474398,-0.19818,NCGMtherm3050100_View2.png
4,4,50,100,97.247133,1.913482,95.333651,65.860268,10.892268,0.838548,NCGMtherm4050100_View2.png
2,8,50,100,91.554748,-0.791521,92.346269,71.00123,16.03323,-0.15741,NCGMtherm2150100_View2.png
3,8,50,100,87.50131,-1.129684,88.630994,70.266056,15.298056,1.661796,NCGMtherm3150100_View2.png
4,8,50,100,83.154741,-1.57671,84.731451,69.867392,14.899392,2.807532,NCGMtherm4150100_View2.png
2,12,50,100,74.399976,-3.417923,77.817899,72.55211,17.58411,0.669348,NCGMtherm2250100_View2.png
3,12,50,100,72.711529,-3.698805,76.410335,72.358286,17.390286,2.839536,NCGMtherm3250100_View2.png
4,12,50,100,69.88332,-4.095897,73.979216,72.164246,17.196246,4.220496,NCGMtherm4250100_View2.png
2,16,50,100,60.680021,-4.147585,64.827606,72.971942,18.003942,1.026828,NCGMtherm2350100_View2.png
3,16,50,100,60.490743,-5.178224,65.668967,72.778262,17.810262,3.493242,NCGMtherm3350100_View2.png
4,16,50,100,58.857716,-5.458295,64.316011,72.645296,17.677296,5.119776,NCGMtherm4350100_View2.png
2,24,50,100,42.59178,-7.275305,49.867085,73.299992,18.331992,1.436454,NCGMtherm2450100_View2.png
3,24,50,100,43.466997,-7.249644,50.716641,73.128578,18.160578,4.138704,NCGMtherm3450100_View2.png
4,24,50,100,42.950571,-7.356866,50.307437,73.033988,18.065988,5.92866,NCGMtherm4450100_View2.png
2,4,51,100,108.160077,3.296937,104.86314,65.47946,10.51146,-0.765468,NCGMtherm2051100_View2.png
3,4,51,100,101.844729,2.40568,99.439049,65.83001,10.86201,0.5913,NCGMtherm3051100_View2.png
4,4,51,100,96.102882,1.618446,94.484436,66.216254,11.248254,1.581516,NCGMtherm4051100_View2.png
2,8,51,100,90.510644,-1.059404,91.570048,71.292524,16.324524,0.628992,NCGMtherm2151100_View2.png
3,8,51,100,86.478664,-1.398389,87.877053,70.61864,15.65064,2.366604,NCGMtherm3151100_View2.png
4,8,51,100,82.160838,-1.836577,83.997415,70.216034,15.248034,3.460608,NCGMtherm4151100_View2.png
2,12,51,100,73.532561,-3.532779,77.06534,72.603716,17.635716,1.417608,NCGMtherm2251100_View2.png
3,12,51,100,71.845405,-3.811794,75.657199,72.415346,17.447346,3.489984,NCGMtherm3251100_View2.png
4,12,51,100,69.034664,-4.205251,73.239916,72.286214,17.318214,4.808412,NCGMtherm4251100_View2.png
2,16,51,100,59.966428,-4.254123,64.220551,73.018742,18.050742,1.758294,NCGMtherm2351100_View2.png
3,16,51,100,59.763868,-5.272823,65.036691,72.82697,17.85897,4.113198,NCGMtherm3351100_View2.png
4,16,51,100,58.136573,-5.550496,63.687069,72.69512,17.72712,5.665986,NCGMtherm4351100_View2.png
2,24,51,100,42.08686,-7.340536,49.427396,73.347656,18.379656,2.148984,NCGMtherm2451100_View2.png
3,24,51,100,42.883051,-7.322311,50.205362,73.196114,18.228114,4.7286,NCGMtherm3451100_View2.png
4,24,51,100,42.479846,-7.41636,49.896206,73.064894,18.096894,6.437052,NCGMtherm4451100_View2.png
2,4,52,100,106.943198,2.985014,103.958184,65.899994,10.931994,0.08658,NCGMtherm2052100_View2.png
3,4,52,100,100.662725,2.101969,98.560756,66.217406,11.249406,1.380042,NCGMtherm3052100_View2.png
